name,name_c,img,price,no_rates,rating_100,released,system_name,processor,windows,storage,display,Wifi,bluetooth,camera,slim,hdmi,usb,spec_score
HP Pavilion 14-ep0068TU (80D23PA) L...,HP Pavilion 14-ep0068TU (80D23PA) Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-14-ep0068tu-80d23pa-157029-v1-small-1.jpg?tr=q-80,42990,55,74,Apr 2023,- Windows 11,"Intel Core i3 (12th Gen) 3.4 Ghz, Octa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17 mm,HDMI Port,,74
Asus VivoBook 15 X1502ZA-EJ953WS La...,Asus VivoBook 15 X1502ZA-EJ953WS Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1502za-ej953ws-160366-v1-small-1.jpg?tr=q-80,33740,3118,86,Apr 2023,- Windows 11,"Intel Core i3 (12th Gen) 4.4 Ghz, Hexa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,76
HP 15-fc0031AU (7L035PA) Laptop (AM...,HP 15-fc0031AU (7L035PA) Laptop (AMD Quad Core Ryzen 5/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-15-fc0031au-7l035pa-158603-v1-small-1.jpg?tr=q-80,55990,584,82,Apr 2023,- Windows 11,AMD Quad-Core Ryzen 5 (7520U) 4.2 Ghz,Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 18.6 mm,,,77
Asus VivoBook Go 14 E1404GA-NK321WS...,Asus VivoBook Go 14 E1404GA-NK321WS Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-14-e1404ga-nk321ws-158565-v1-small-1.jpg?tr=q-80,34990,394,84,Apr 2023,- Windows 11,"Intel Core i3 (12th Gen) 3.8 Ghz, Octa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,73
Asus VivoBook 14 X1400EA-EK322WS La...,Asus VivoBook 14 X1400EA-EK322WS Laptop (Core i3 11th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1400ea-ek322ws-156401-v1-small-1.jpg?tr=q-80,30100,247,84,Apr 2023,- Windows 11,"Intel Core i3 (11th Gen) 4.0 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,73
HP Pavilion 15-eg2017TU (6J8N3PA) L...,HP Pavilion 15-eg2017TU (6J8N3PA) Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-15-eg2017tu-6j8n3pa-159381-v1-small-1.jpg?tr=q-80,51990,216,86,Apr 2023,- Windows 11,"Intel Core i3 (12th Gen) 0.8 Ghz, Hexa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,75
Asus VivoBook 14 X1404VA-NK541WS La...,Asus VivoBook 14 X1404VA-NK541WS Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1404va-nk541ws-156076-v1-small-1.jpg?tr=q-80,51990,157,80,Apr 2023,- Windows 11,"Intel Core i5 (13th Gen) 4.7 Ghz, Deca-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,,,73
Asus VivoBook S15 OLED K5504VA-LK54...,Asus VivoBook S15 OLED K5504VA-LK542WS Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-k5504va-lk542ws-156071-v1-small-1.jpg?tr=q-80,66999,91,84,Apr 2023,- Windows 11,Intel Core i5 (13th Gen) 4.7 Ghz,Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,77
Asus VivoBook 16 X1605VAB-MB322WS L...,Asus VivoBook 16 X1605VAB-MB322WS Laptop (Core i3 13th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1605vab-mb322ws-156072-v1-small-1.jpg?tr=q-80,42990,216,88,Apr 2023,- Windows 11,"Intel Core i3 (13th Gen) 4.5 Ghz, Hexa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","16"" (40.64 cm), 1920 x 1200 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Asus VivoBook 14 X1404VA-NK522WS La...,Asus VivoBook 14 X1404VA-NK522WS Laptop (Core i5 13th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1404va-nk522ws-156080-v1-small-1.jpg?tr=q-80,48990,157,80,Apr 2023,- Windows 11,"Intel Core i5 (13th Gen) 4.6 Ghz, Deca-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,,,72
Asus VivoBook Go 14 E1404FA-NK321WS...,Asus VivoBook Go 14 E1404FA-NK321WS Laptop (AMD Quad Core Ryzen 3/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-14-e1404fa-nk321ws-156212-v1-small-1.jpg?tr=q-80,33700,5,84,Apr 2023,- Windows 11,AMD Quad-Core Ryzen 3 (7320U) 4.0 Ghz,Windows 11,"8 GB DDR5 RAM, 512 GB SSD","14"" (35.56 cm), x px Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Asus VivoBook 14 X1404VA-NK321WS La...,Asus VivoBook 14 X1404VA-NK321WS Laptop (Core i3 13th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1404va-nk321ws-156075-v1-small-1.jpg?tr=q-80,38910,146,84,Apr 2023,- Windows 11,"Intel Core i3 (13th Gen) 4.5 Ghz, Hexa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,72
HP Spectre x360 OLED 13.5-ef2034TU ...,HP Spectre x360 OLED 13.5-ef2034TU (7Y6U1PA) Laptop (Core i7 13th Gen/32 GB/1 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-x360-oled-13-5-ef2034tu-7y6u1pa-156113-v1-small-1.jpg?tr=q-80,149990,4,96,Apr 2023,- Windows 11,"Intel Core i7 (13th Gen) 5.0 Ghz, Deca-Core",Windows 11,"32 GB LPDDR4X RAM, 1 TB SSD","13.5"" (34.29 cm), 3000 x 2000 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 16.9 mm,,,79
Asus VivoBook S15 OLED S5504VA-MA54...,Asus VivoBook S15 OLED S5504VA-MA543WS Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-s5504va-ma543ws-156074-v1-small-1.jpg?tr=q-80,83890,75,84,Apr 2023,- Windows 11,Intel Core i5 (13th Gen) 4.7 Ghz,Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 2880 x 1620 px, OLED Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,78
Asus VivoBook S15 OLED S5504VA-MA95...,Asus VivoBook S15 OLED S5504VA-MA953WS Laptop (Core i9 13th Gen/16 GB/1 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-s5504va-ma953ws-156078-v1-small-1.jpg?tr=q-80,99990,110,82,Apr 2023,- Windows 11,Intel Core i9 (13th Gen) 5.4 Ghz,Windows 11,"16 GB LPDDR5 RAM, 1 TB SSD","15.6"" (39.62 cm), 2880 x 1620 px, OLED Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,79
Asus Zenbook 14 OLED UX3402VA-KM541...,Asus Zenbook 14 OLED UX3402VA-KM541WS Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-oled-ux3402va-km541ws-156084-v1-small-1.jpg?tr=q-80,74990,39,96,Apr 2023,- Windows 11,Intel Core i5 (13th Gen) 4.6 Ghz,Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","14"" (35.56 cm), 2880 x 1800 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 16.9 mm,HDMI Port,,77
HP Victus 15-fb0133AX (87B79PA) Lap...,HP Victus 15-fb0133AX (87B79PA) Laptop (AMD Hexa Core Ryzen 5/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/hp/hp-15-fb0133ax-87b79pa-158601-v1-small-1.jpg?tr=q-80,57990,280,80,Apr 2023,- Windows 11,AMD Hexa-Core Ryzen 5 (5600H) 3.3 Ghz,Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,83
Asus ZenBook S13 OLED UX5304VA-NQ74...,Asus ZenBook S13 OLED UX5304VA-NQ742WS Laptop (Core i7 13th Gen/16 GB/1 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-oled-ux5304va-nq742ws-156079-v1-small-1.jpg?tr=q-80,112430,1,100,Apr 2023,- Windows 11,"Intel Core i7 (13th Gen) 5.0 Ghz, Deca-Core",Windows 11,"16 GB LPDDR5 RAM, 1 TB SSD","13.3"" (33.78 cm), 2880 x 1800 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 10.3 mm,HDMI Port,,78
Asus VivoBook 15 X1504VA-NJ523WS La...,Asus VivoBook 15 X1504VA-NJ523WS Laptop (Core i5 13th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1504va-nj523ws-156274-v1-small-1.jpg?tr=q-80,50990,14,72,Apr 2023,- Windows 11,"Intel Core i5 (13th Gen) 4.6 Ghz, Deca-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,75
HP Victus 16-d0333TX (81H59PA) Lapt...,HP Victus 16-d0333TX (81H59PA) Laptop (Core i5 11th Gen/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/hp/hp-16-d0333tx-81h59pa-156269-v1-small-1.jpg?tr=q-80,60695,107,76,Apr 2023,- Windows 11,"Intel Core i5 (11th Gen) 4.2 Ghz, Hexa-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","16.1"" (40.89 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,77
HP 250 G8 (7M6L7PA) Laptop (Core i3...,HP 250 G8 (7M6L7PA) Laptop (Core i3 11th Gen/8 GB/1 TB 256 GB SSD/DOS) price in India,//www.91-img.com/pictures/laptops/hp/hp-g8-7m6l7pa-156403-v1-small-1.jpg?tr=q-80,46999,189,80,Apr 2023,- DOS,"Intel Core i3 (11th Gen) 3.0 Ghz, Dual-Core",DOS,"8 GB DDR4 RAM, 1 TB HDD","15.6"" (39.62 cm), 1366 x 768 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,
HP 255 G9 (7B1L8PA) Laptop (AMD Hex...,HP 255 G9 (7B1L8PA) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-g9-7b1l8pa-160428-v1-small-1.jpg?tr=q-80,31790,20,86,Apr 2023,- Windows 11,AMD Hexa-Core Ryzen 5 (5625U) 2.6 Ghz,Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1366 x 768 px Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,74
HP Spectre x360 OLED Touch 13.5-ef2...,HP Spectre x360 OLED Touch 13.5-ef2033TU (7Y6T9PA) Laptop (Core i7 13th Gen/16 GB/1 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-x360-oled-touch-13-5-ef2033tu-7y6t9pa-155983-v1-small-1.jpg?tr=q-80,149990,4,96,Apr 2023,- Windows 11,"Intel Core i7 (13th Gen) 5.0 Ghz, Deca-Core",Windows 11,"16 GB LPDDR4X RAM, 1 TB SSD","13.5"" (34.29 cm), 3000 x 2000 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 16.9 mm,,,79
HP Pavilion 15-eg3079TU (86T11PA) L...,HP Pavilion 15-eg3079TU (86T11PA) Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-15-eg3079tu-86t11pa-160777-v1-small-1.jpg?tr=q-80,62990,412,86,Apr 2023,- Windows 11,Intel Core i5 (13th Gen) 4.6 Ghz,Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,81
Lenovo V15 G2 (82QYA00MIN) Laptop (...,Lenovo V15 G2 (82QYA00MIN) Laptop (Intel Celeron Dual Core/8 GB/256 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-v15-g2-82qya00min-156869-v1-small-1.jpg?tr=q-80,20490,3031,80,Apr 2023,- Windows 11,"Intel Celeron Dual-Core 1.1 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 256 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Lenovo V15 G2 (82KDA022IH) Laptop (...,Lenovo V15 G2 (82KDA022IH) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-v15-g2-82kda022ih-155939-v1-small-1.jpg?tr=q-80,40990,1316,84,Apr 2023,- Windows 11,AMD Hexa-Core Ryzen 5 (5500U) 2.1 Ghz,Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Lenovo V15 G2 (82QYA00HIN) Laptop (...,Lenovo V15 G2 (82QYA00HIN) Laptop (Intel Celeron Dual Core/8 GB/256 GB SSD/DOS) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-v15-g2-82qya00hin-156868-v1-small-1.jpg?tr=q-80,21564,27,66,Apr 2023,- DOS,"Intel Celeron Dual-Core 2.8 Ghz, Dual-Core",DOS,"8 GB DDR4 RAM, 256 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Dell Vostro 3510 (ICC-D585064WIN8) ...,Dell Vostro 3510 (ICC-D585064WIN8) Laptop (Core i3 11th Gen/8 GB/1 TB 256 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/dell/dell-3510-icc-d585064win8-157643-v1-small-1.jpg?tr=q-80,58489,982,84,Apr 2023,- Windows 11,"Intel Core i3 (11th Gen) 1.7 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 1 TB HDD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 18.9 mm,HDMI Port,,
HP Pavilion 15-eh2050AU (7Z1H8PA) L...,HP Pavilion 15-eh2050AU (7Z1H8PA) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-15-eh2050au-7z1h8pa-156862-v1-small-1.jpg?tr=q-80,41999,246,86,Apr 2023,- Windows 11,AMD Hexa-Core Ryzen 5 (5625U) 4.2 Ghz,Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,
Dell G15-5530 (GN5530D83M6001ORB1) ...,Dell G15-5530 (GN5530D83M6001ORB1) Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/dell/dell-g15-5530-gn5530d83m6001orb1-160483-v1-small-1.jpg?tr=q-80,72990,15,82,Apr 2023,- Windows 11,"Intel Core i5 (13th Gen) 4.6 Ghz, Deca-Core",Windows 11,"16 GB DDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,87
Asus VivoBook Pro 15 M6500QC-HN741W...,Asus VivoBook Pro 15 M6500QC-HN741WS Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-m6500qc-hn741ws-156504-v1-small-1.jpg?tr=q-80,59990,268,84,Apr 2023,- Windows 11,AMD Octa-Core Ryzen 7 (5800H) 3.1 Ghz,Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,80
Dell G15-5530 (GN5530VMMD9002ORB1) ...,Dell G15-5530 (GN5530VMMD9002ORB1) Laptop (Core i7 13th Gen/16 GB/512 GB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/dell/dell-g15-5530-gn5530vmmd9002orb1-157179-v1-small-1.jpg?tr=q-80,123199,11,84,Apr 2023,- Windows 11,Intel Core i7 (13th Gen) 4.9 Ghz,Windows 11,"16 GB DDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), x px Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,80
Acer Swift Go OLED SFG14-71 (NX.KF1...,Acer Swift Go OLED SFG14-71 (NX.KF1SI.002) Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/acer/acer-oled-sfg14-71-nx-kf1si-002-155680-v1-small-1.jpg?tr=q-80,93999,490,86,Apr 2023,- Windows 11,Intel Core i5 (13th Gen) 4.7 Ghz,Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","14"" (35.56 cm), 2880 x 1800 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 14.9 mm,HDMI Port,,78
Asus VivoBook Go 15 OLED E1504GA-NJ...,Asus VivoBook Go 15 OLED E1504GA-NJ321WS Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-15-oled-e1504ga-nj321ws-157128-v1-small-1.jpg?tr=q-80,30990,122,84,Apr 2023,- Windows 11,"Intel Core i3 (12th Gen) 3.8 Ghz, Octa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,73
Asus Vivobook 15X K3504VAB-NJ322WS ...,Asus Vivobook 15X K3504VAB-NJ322WS Laptop (Core i3 13th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-k3504vab-nj322ws-157173-v1-small-1.jpg?tr=q-80,44990,84,84,Apr 2023,- Windows 11,"Intel Core i3 (13th Gen) 4.5 Ghz, Hexa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,73
Asus VivoBook 15X OLED K3504VA-LK54...,Asus VivoBook 15X OLED K3504VA-LK541WS Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-k3504va-lk541ws-156094-v1-small-1.jpg?tr=q-80,65570,1,100,Apr 2023,- Windows 11,Intel Core i5 (13th Gen) 1.9 Ghz,Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, OLED Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,77
Asus VivoBook Go 15 OLED E1504GA-LK...,Asus VivoBook Go 15 OLED E1504GA-LK321WS Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-15-oled-e1504ga-lk321ws-156214-v1-small-1.jpg?tr=q-80,38990,1,100,Apr 2023,- Windows 11,"Intel Core i3 (12th Gen) 1.8 Ghz, Octa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 15 mm,HDMI Port,,74
Asus VivoBook S15 OLED S5504VA-MA55...,Asus VivoBook S15 OLED S5504VA-MA554WS Laptop (Core i5 13th Gen/16 GB/1 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-vivobook-s15-oled-s5504va-ma554ws-laptop-core-i5-13th-gen-16-gb-1-tb-ssd-windows-11-157276-v3-small-1.jpg?tr=q-80,88999,75,84,Apr 2023,- Windows 11,Intel Core i5 (13th Gen) 4.7 Ghz,Windows 11,"16 GB LPDDR5 RAM, 1 TB SSD","15.6"" (39.62 cm), 2880 x 1620 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 17 mm,HDMI Port,,79
Asus Vivobook 15X K3504VAB-NJ541WS ...,Asus Vivobook 15X K3504VAB-NJ541WS Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-k3504vab-nj541ws-158592-v1-small-1.jpg?tr=q-80,54990,56,82,Apr 2023,- Windows 11,"Intel Core i5 (13th Gen) 4.6 Ghz, Deca-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,80
Asus Vivobook 15X K3504VAB-NJ321WS ...,Asus Vivobook 15X K3504VAB-NJ321WS Laptop (Core i3 13th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-k3504vab-nj321ws-156848-v1-small-1.jpg?tr=q-80,44999,28,84,Apr 2023,- Windows 11,"Intel Core i3 (13th Gen) 4.5 Ghz, Hexa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,72
Asus ZenBook S13 OLED UX5304VA-NQ54...,Asus ZenBook S13 OLED UX5304VA-NQ541WS Laptop (Core i5 13th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-oled-ux5304va-nq541ws-157654-v1-small-1.jpg?tr=q-80,88595,10,88,Apr 2023,- Windows 11,"Intel Core i5 (13th Gen) 4.6 Ghz, Deca-Core",Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","13.3"" (33.78 cm), 2880 x 1800 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 11.8 mm,HDMI Port,,77
Acer Aspire 5 A515-57 (NX.K3JSI.003...,Acer Aspire 5 A515-57 (NX.K3JSI.003) Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/acer/acer-a515-57-nx-k3jsi-003-155681-v1-small-1.jpg?tr=q-80,35999,84,84,Apr 2023,- Windows 11,"Intel Core i5 (12th Gen) 4.4 Ghz, Deca-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,74
Asus VivoBook Go 14 E1404GA-NK323WS...,Asus VivoBook Go 14 E1404GA-NK323WS Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-14-e1404ga-nk323ws-159377-v1-small-1.jpg?tr=q-80,30990,396,84,Apr 2023,- Windows 11,"Intel Core i3 (12th Gen) 1.8 Ghz, Octa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,78
HP 15-fc0025AU (7L029PA) Laptop (AM...,HP 15-fc0025AU (7L029PA) Laptop (AMD Quad Core Ryzen 3/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/hp/hp-15-fc0025au-7l029pa-155880-v1-small-1.jpg?tr=q-80,34500,180,78,Mar 2023,- Windows 11,AMD Quad-Core Ryzen 3 (7320U) 2.4 Ghz,Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,71
Asus Vivobook Go 15 OLED E1504FA-LK...,Asus Vivobook Go 15 OLED E1504FA-LK521WS Laptop (AMD Quad Core Ryzen 5/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-go-15-oled-e1504fa-lk521ws-155294-v1-small-1.jpg?tr=q-80,45990,1452,88,Mar 2023,- Windows 11,AMD Quad-Core Ryzen 5 (7520U) 4.3 Ghz,Windows 11,"8 GB LPDDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,,,71
Asus Vivobook Go 15 OLED E1504FA-LK...,Asus Vivobook Go 15 OLED E1504FA-LK322WS Laptop (AMD Quad Core Ryzen 3/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-go-15-oled-e1504fa-lk322ws-155297-v1-small-1.jpg?tr=q-80,36990,1825,88,Mar 2023,- Windows 11,AMD Quad-Core Ryzen 3 (7320U) 2.4 Ghz,Windows 11,"8 GB LPDDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,,,
